Transaction_ID,Date,Customer_ID,Product_ID,Store_ID,Quantity,Product_Name,Product_Category,Unit_Price,Store_City,Store_Region,Total_Amount
T003102,2023-02-15,C0210,P005,S005,5,Jeans,Clothing,50,Seattle,West,250
T001366,2023-02-15,C0421,P005,S004,5,Jeans,Clothing,50,Miami,South,250
T003921,2023-02-15,C0358,P010,S001,5,Tablet,Electronics,500,New York,East,2500
T004094,2023-02-15,C0302,P006,S005,2,Sneakers,Footwear,80,Seattle,West,160
T000854,2023-02-15,C0827,P004,S001,5,T-shirt,Clothing,25,New York,East,125
T003793,2023-02-15,C0262,P006,S001,1,Sneakers,Footwear,80,New York,East,80
T004555,2023-02-15,C0027,P008,S002,2,Backpack,Accessories,40,Los Angeles,West,80
T000334,2023-02-15,C0119,P009,S001,5,Watch,Accessories,200,New York,East,1000
T001672,2023-02-15,C0226,P007,S005,5,Coffee Maker,Appliances,150,Seattle,West,750
T004381,2023-02-15,C0462,P008,S001,2,Backpack,Accessories,40,New York,East,80
T000708,2023-02-15,C0663,P006,S002,5,Sneakers,Footwear,80,Los Angeles,West,400
T001813,2023-02-15,C0310,P004,S004,5,T-shirt,Clothing,25,Miami,South,125
T003498,2023-02-15,C0632,P010,S001,2,Tablet,Electronics,500,New York,East,1000
T000673,2023-02-16,C0771,P004,S003,1,T-shirt,Clothing,25,Chicago,Central,25
T001109,2023-02-16,C0636,P009,S003,5,Watch,Accessories,200,Chicago,Central,1000
T002973,2023-02-16,C0522,P005,S005,1,Jeans,Clothing,50,Seattle,West,50
T000422,2023-02-16,C0351,P010,S002,3,Tablet,Electronics,500,Los Angeles,West,1500
T000862,2023-02-16,C0887,P003,S005,3,Headphones,Electronics,100,Seattle,West,300
T001452,2023-02-16,C0513,P005,S001,3,Jeans,Clothing,50,New York,East,150
T004150,2023-02-16,C0283,P001,S005,1,Laptop,Electronics,1200,Seattle,West,1200
T004582,2023-02-16,C0965,P004,S003,4,T-shirt,Clothing,25,Chicago,Central,100
T002197,2023-02-16,C0575,P007,S005,5,Coffee Maker,Appliances,150,Seattle,West,750
T004411,2023-02-16,C0532,P006,S003,5,Sneakers,Footwear,80,Chicago,Central,400
T003490,2023-02-16,C0983,P001,S004,4,Laptop,Electronics,1200,Miami,South,4800
T003385,2023-02-16,C0698,P007,S001,5,Coffee Maker,Appliances,150,New York,East,750
T003068,2023-02-16,C0929,P009,S002,3,Watch,Accessories,200,Los Angeles,West,600
T003902,2023-02-16,C0166,P003,S001,2,Headphones,Electronics,100,New York,East,200
T003188,2023-02-16,C0011,P010,S001,3,Tablet,Electronics,500,New York,East,1500
T000471,2023-02-16,C0091,P005,S001,4,Jeans,Clothing,50,New York,East,200
T004283,2023-02-16,C0577,P004,S004,3,T-shirt,Clothing,25,Miami,South,75
T001565,2023-02-16,C0172,P010,S002,5,Tablet,Electronics,500,Los Angeles,West,2500
T000991,2023-02-16,C0288,P006,S003,4,Sneakers,Footwear,80,Chicago,Central,320
T002779,2023-02-16,C0464,P008,S004,3,Backpack,Accessories,40,Miami,South,120
T002781,2023-02-16,C0442,P009,S001,3,Watch,Accessories,200,New York,East,600
T000116,2023-02-17,C0979,P008,S003,2,Backpack,Accessories,40,Chicago,Central,80
T004603,2023-02-17,C0929,P002,S001,2,Smartphone,Electronics,800,New York,East,1600
T003952,2023-02-17,C0550,P005,S002,3,Jeans,Clothing,50,Los Angeles,West,150
T000870,2023-02-17,C0555,P007,S005,4,Coffee Maker,Appliances,150,Seattle,West,600
T002522,2023-02-17,C0814,P009,S001,1,Watch,Accessories,200,New York,East,200
T004173,2023-02-17,C0826,P006,S002,5,Sneakers,Footwear,80,Los Angeles,West,400
T003372,2023-02-17,C0114,P001,S005,5,Laptop,Electronics,1200,Seattle,West,6000
T004863,2023-02-17,C0508,P010,S002,5,Tablet,Electronics,500,Los Angeles,West,2500
T004659,2023-02-17,C0226,P005,S005,1,Jeans,Clothing,50,Seattle,West,50
T004711,2023-02-17,C0496,P010,S002,3,Tablet,Electronics,500,Los Angeles,West,1500
T004364,2023-02-17,C0171,P004,S002,3,T-shirt,Clothing,25,Los Angeles,West,75
T004350,2023-02-17,C0388,P006,S004,2,Sneakers,Footwear,80,Miami,South,160
T000453,2023-02-17,C0878,P010,S002,1,Tablet,Electronics,500,Los Angeles,West,500
T003529,2023-02-17,C0951,P007,S004,1,Coffee Maker,Appliances,150,Miami,South,150
T002808,2023-02-18,C0922,P006,S003,4,Sneakers,Footwear,80,Chicago,Central,320
T003784,2023-02-18,C0620,P001,S003,3,Laptop,Electronics,1200,Chicago,Central,3600
T002279,2023-02-18,C0386,P003,S001,4,Headphones,Electronics,100,New York,East,400
T003895,2023-02-18,C0289,P005,S001,4,Jeans,Clothing,50,New York,East,200
T000030,2023-02-18,C0011,P003,S001,3,Headphones,Electronics,100,New York,East,300
T002371,2023-02-18,C0472,P010,S001,5,Tablet,Electronics,500,New York,East,2500
T002578,2023-02-18,C0806,P001,S002,3,Laptop,Electronics,1200,Los Angeles,West,3600
T002231,2023-02-18,C0335,P003,S002,2,Headphones,Electronics,100,Los Angeles,West,200
T003240,2023-02-18,C0368,P009,S004,4,Watch,Accessories,200,Miami,South,800
T004209,2023-02-18,C0536,P006,S001,2,Sneakers,Footwear,80,New York,East,160
T001202,2023-02-18,C0847,P010,S003,3,Tablet,Electronics,500,Chicago,Central,1500
T003346,2023-02-18,C0168,P006,S005,4,Sneakers,Footwear,80,Seattle,West,320
T002213,2023-02-18,C0116,P008,S005,5,Backpack,Accessories,40,Seattle,West,200
T003678,2023-02-18,C0150,P009,S001,3,Watch,Accessories,200,New York,East,600
T004705,2023-02-18,C0139,P007,S001,4,Coffee Maker,Appliances,150,New York,East,600
T000329,2023-02-18,C0184,P009,S004,3,Watch,Accessories,200,Miami,South,600
T001213,2023-02-18,C0190,P008,S002,4,Backpack,Accessories,40,Los Angeles,West,160
T004674,2023-02-18,C0323,P010,S003,3,Tablet,Electronics,500,Chicago,Central,1500
T002931,2023-02-18,C0657,P009,S003,1,Watch,Accessories,200,Chicago,Central,200
T003169,2023-02-19,C0366,P003,S003,5,Headphones,Electronics,100,Chicago,Central,500
T000062,2023-02-19,C0790,P002,S003,1,Smartphone,Electronics,800,Chicago,Central,800
T002218,2023-02-19,C0317,P004,S001,5,T-shirt,Clothing,25,New York,East,125
T002649,2023-02-19,C0601,P005,S003,4,Jeans,Clothing,50,Chicago,Central,200
T002289,2023-02-19,C0445,P008,S005,3,Backpack,Accessories,40,Seattle,West,120
T002791,2023-02-19,C0233,P006,S004,5,Sneakers,Footwear,80,Miami,South,400
T004876,2023-02-19,C0728,P001,S004,2,Laptop,Electronics,1200,Miami,South,2400
T003942,2023-02-19,C0314,P004,S003,5,T-shirt,Clothing,25,Chicago,Central,125
T004984,2023-02-19,C0228,P002,S002,1,Smartphone,Electronics,800,Los Angeles,West,800
T001769,2023-02-19,C0538,P001,S003,4,Laptop,Electronics,1200,Chicago,Central,4800
T001917,2023-02-19,C0344,P001,S001,4,Laptop,Electronics,1200,New York,East,4800
T004279,2023-02-19,C0729,P010,S003,1,Tablet,Electronics,500,Chicago,Central,500
T000841,2023-02-20,C0491,P006,S003,1,Sneakers,Footwear,80,Chicago,Central,80
T004873,2023-02-20,C0256,P009,S001,5,Watch,Accessories,200,New York,East,1000
T000395,2023-02-20,C0510,P007,S001,5,Coffee Maker,Appliances,150,New York,East,750
T001263,2023-02-20,C0925,P005,S001,1,Jeans,Clothing,50,New York,East,50
T000314,2023-02-20,C0371,P004,S001,4,T-shirt,Clothing,25,New York,East,100
T000805,2023-02-20,C0355,P009,S001,2,Watch,Accessories,200,New York,East,400
T002801,2023-02-20,C0301,P005,S002,2,Jeans,Clothing,50,Los Angeles,West,100
T003322,2023-02-20,C0935,P006,S003,1,Sneakers,Footwear,80,Chicago,Central,80
T000037,2023-02-20,C0486,P005,S004,5,Jeans,Clothing,50,Miami,South,250
T001152,2023-02-20,C0096,P001,S001,1,Laptop,Electronics,1200,New York,East,1200
T003450,2023-02-20,C0145,P001,S005,4,Laptop,Electronics,1200,Seattle,West,4800
T000757,2023-02-20,C0150,P001,S001,4,Laptop,Electronics,1200,New York,East,4800
T004183,2023-02-20,C0536,P010,S003,2,Tablet,Electronics,500,Chicago,Central,1000
T003412,2023-02-20,C0300,P003,S003,1,Headphones,Electronics,100,Chicago,Central,100
T002155,2023-02-20,C0184,P010,S001,5,Tablet,Electronics,500,New York,East,2500
T002561,2023-02-20,C0794,P009,S004,5,Watch,Accessories,200,Miami,South,1000
T004518,2023-02-21,C0597,P009,S003,5,Watch,Accessories,200,Chicago,Central,1000
T002503,2023-02-21,C0538,P007,S005,2,Coffee Maker,Appliances,150,Seattle,West,300
T000576,2023-02-21,C0163,P005,S004,5,Jeans,Clothing,50,Miami,South,250
T004987,2023-02-21,C0809,P008,S004,4,Backpack,Accessories,40,Miami,South,160
T003897,2023-02-21,C0626,P005,S001,5,Jeans,Clothing,50,New York,East,250
T000143,2023-02-21,C0720,P010,S003,1,Tablet,Electronics,500,Chicago,Central,500
T003654,2023-02-21,C0955,P010,S003,4,Tablet,Electronics,500,Chicago,Central,2000
T001545,2023-02-21,C0524,P003,S004,2,Headphones,Electronics,100,Miami,South,200
T002163,2023-02-21,C0736,P004,S001,2,T-shirt,Clothing,25,New York,East,50
T000198,2023-02-21,C0920,P007,S002,3,Coffee Maker,Appliances,150,Los Angeles,West,450
T003788,2023-02-22,C0324,P009,S004,2,Watch,Accessories,200,Miami,South,400
T000055,2023-02-22,C0825,P007,S002,3,Coffee Maker,Appliances,150,Los Angeles,West,450
T004266,2023-02-22,C0676,P005,S004,2,Jeans,Clothing,50,Miami,South,100
T003791,2023-02-22,C0141,P002,S001,1,Smartphone,Electronics,800,New York,East,800
T000086,2023-02-22,C0981,P008,S004,2,Backpack,Accessories,40,Miami,South,80
T002075,2023-02-22,C0325,P002,S005,1,Smartphone,Electronics,800,Seattle,West,800
T003659,2023-02-22,C0200,P002,S002,4,Smartphone,Electronics,800,Los Angeles,West,3200
T000582,2023-02-22,C0655,P002,S005,2,Smartphone,Electronics,800,Seattle,West,1600
T000216,2023-02-22,C0473,P008,S004,2,Backpack,Accessories,40,Miami,South,80
T000749,2023-02-22,C0416,P003,S001,3,Headphones,Electronics,100,New York,East,300
T003641,2023-02-22,C0989,P010,S003,3,Tablet,Electronics,500,Chicago,Central,1500
T003634,2023-02-22,C0942,P009,S002,3,Watch,Accessories,200,Los Angeles,West,600
T001303,2023-02-22,C0968,P003,S002,2,Headphones,Electronics,100,Los Angeles,West,200
T000413,2023-02-22,C0163,P010,S003,3,Tablet,Electronics,500,Chicago,Central,1500
T000817,2023-02-22,C0903,P010,S002,5,Tablet,Electronics,500,Los Angeles,West,2500
T004390,2023-02-23,C0260,P005,S001,2,Jeans,Clothing,50,New York,East,100
T001258,2023-02-23,C0437,P007,S001,2,Coffee Maker,Appliances,150,New York,East,300
T003553,2023-02-23,C0017,P006,S003,4,Sneakers,Footwear,80,Chicago,Central,320
T004742,2023-02-23,C0323,P008,S004,1,Backpack,Accessories,40,Miami,South,40
T000210,2023-02-23,C0699,P005,S003,3,Jeans,Clothing,50,Chicago,Central,150
T000278,2023-02-23,C0667,P010,S004,1,Tablet,Electronics,500,Miami,South,500
T002695,2023-02-23,C0695,P010,S005,1,Tablet,Electronics,500,Seattle,West,500
T003786,2023-02-23,C0296,P010,S003,4,Tablet,Electronics,500,Chicago,Central,2000
T000356,2023-02-23,C0186,P003,S005,5,Headphones,Electronics,100,Seattle,West,500
T000410,2023-02-23,C0464,P010,S005,3,Tablet,Electronics,500,Seattle,West,1500
T003913,2023-02-23,C0635,P010,S004,4,Tablet,Electronics,500,Miami,South,2000
T004122,2023-02-23,C0678,P009,S002,5,Watch,Accessories,200,Los Angeles,West,1000
T003653,2023-02-23,C0038,P004,S005,5,T-shirt,Clothing,25,Seattle,West,125
T000679,2023-02-23,C0159,P008,S005,1,Backpack,Accessories,40,Seattle,West,40
T001564,2023-02-23,C0885,P007,S005,1,Coffee Maker,Appliances,150,Seattle,West,150
T000065,2023-02-23,C0688,P006,S001,3,Sneakers,Footwear,80,New York,East,240
T000774,2023-02-23,C0841,P005,S001,4,Jeans,Clothing,50,New York,East,200
T001389,2023-02-24,C0438,P009,S003,1,Watch,Accessories,200,Chicago,Central,200
T000039,2023-02-24,C0424,P001,S003,4,Laptop,Electronics,1200,Chicago,Central,4800
T002972,2023-02-24,C0740,P008,S002,3,Backpack,Accessories,40,Los Angeles,West,120
T004886,2023-02-24,C0589,P003,S003,3,Headphones,Electronics,100,Chicago,Central,300
T002737,2023-02-24,C0686,P010,S004,3,Tablet,Electronics,500,Miami,South,1500
T004525,2023-02-24,C0693,P010,S001,3,Tablet,Electronics,500,New York,East,1500
T001240,2023-02-24,C0855,P002,S001,1,Smartphone,Electronics,800,New York,East,800
T001879,2023-02-24,C0589,P007,S001,4,Coffee Maker,Appliances,150,New York,East,600
T004007,2023-02-24,C0596,P009,S005,3,Watch,Accessories,200,Seattle,West,600
T001247,2023-02-24,C0925,P007,S002,4,Coffee Maker,Appliances,150,Los Angeles,West,600
T002318,2023-02-24,C0528,P007,S004,1,Coffee Maker,Appliances,150,Miami,South,150
T001167,2023-02-24,C0452,P010,S001,1,Tablet,Electronics,500,New York,East,500
T003836,2023-02-24,C0336,P009,S005,1,Watch,Accessories,200,Seattle,West,200
T003629,2023-02-24,C0103,P004,S002,4,T-shirt,Clothing,25,Los Angeles,West,100
T004996,2023-02-25,C0437,P006,S001,3,Sneakers,Footwear,80,New York,East,240
T001623,2023-02-25,C0443,P010,S005,4,Tablet,Electronics,500,Seattle,West,2000
T000884,2023-02-25,C0630,P007,S001,2,Coffee Maker,Appliances,150,New York,East,300
T004805,2023-02-25,C0871,P005,S002,4,Jeans,Clothing,50,Los Angeles,West,200
T002439,2023-02-25,C0967,P006,S002,4,Sneakers,Footwear,80,Los Angeles,West,320
T000866,2023-02-25,C0892,P005,S005,4,Jeans,Clothing,50,Seattle,West,200
T003382,2023-02-25,C0863,P006,S003,3,Sneakers,Footwear,80,Chicago,Central,240
T004454,2023-02-25,C0430,P005,S002,1,Jeans,Clothing,50,Los Angeles,West,50
T003711,2023-02-25,C0017,P004,S005,3,T-shirt,Clothing,25,Seattle,West,75
T004656,2023-02-26,C0898,P009,S002,2,Watch,Accessories,200,Los Angeles,West,400
T004272,2023-02-26,C0056,P002,S002,4,Smartphone,Electronics,800,Los Angeles,West,3200
T000585,2023-02-26,C0795,P005,S003,3,Jeans,Clothing,50,Chicago,Central,150
T002830,2023-02-26,C0936,P004,S005,4,T-shirt,Clothing,25,Seattle,West,100
T003565,2023-02-26,C0373,P007,S003,1,Coffee Maker,Appliances,150,Chicago,Central,150
T002724,2023-02-26,C0079,P001,S003,4,Laptop,Electronics,1200,Chicago,Central,4800
T004302,2023-02-26,C0464,P009,S003,3,Watch,Accessories,200,Chicago,Central,600
T002914,2023-02-26,C0893,P004,S002,3,T-shirt,Clothing,25,Los Angeles,West,75
T001431,2023-02-26,C0422,P001,S004,1,Laptop,Electronics,1200,Miami,South,1200
T003901,2023-02-26,C0786,P007,S001,3,Coffee Maker,Appliances,150,New York,East,450
T000403,2023-02-27,C0211,P008,S002,1,Backpack,Accessories,40,Los Angeles,West,40
T000357,2023-02-27,C0252,P007,S002,5,Coffee Maker,Appliances,150,Los Angeles,West,750
T001720,2023-02-27,C0155,P003,S002,3,Headphones,Electronics,100,Los Angeles,West,300
T004458,2023-02-27,C0141,P008,S005,4,Backpack,Accessories,40,Seattle,West,160
T000656,2023-02-27,C0463,P008,S005,5,Backpack,Accessories,40,Seattle,West,200
T004980,2023-02-27,C0753,P009,S001,1,Watch,Accessories,200,New York,East,200
T004050,2023-02-27,C0271,P004,S005,1,T-shirt,Clothing,25,Seattle,West,25
T004310,2023-02-27,C0812,P006,S002,1,Sneakers,Footwear,80,Los Angeles,West,80
T000645,2023-02-27,C0065,P009,S004,3,Watch,Accessories,200,Miami,South,600
T002292,2023-02-27,C0291,P007,S005,4,Coffee Maker,Appliances,150,Seattle,West,600
T002947,2023-02-27,C0132,P007,S005,2,Coffee Maker,Appliances,150,Seattle,West,300
T000437,2023-02-27,C0899,P002,S002,5,Smartphone,Electronics,800,Los Angeles,West,4000
T000445,2023-02-27,C0469,P006,S003,1,Sneakers,Footwear,80,Chicago,Central,80
T001748,2023-02-27,C0850,P006,S004,1,Sneakers,Footwear,80,Miami,South,80
T003969,2023-02-28,C0179,P004,S005,4,T-shirt,Clothing,25,Seattle,West,100
T001637,2023-02-28,C0029,P005,S001,1,Jeans,Clothing,50,New York,East,50
T001638,2023-02-28,C0975,P004,S001,4,T-shirt,Clothing,25,New York,East,100
T001312,2023-02-28,C0077,P006,S003,4,Sneakers,Footwear,80,Chicago,Central,320
T004726,2023-02-28,C0215,P004,S005,1,T-shirt,Clothing,25,Seattle,West,25
T004354,2023-02-28,C0270,P007,S004,1,Coffee Maker,Appliances,150,Miami,South,150
T004276,2023-02-28,C0310,P008,S002,5,Backpack,Accessories,40,Los Angeles,West,200
T002016,2023-02-28,C0117,P005,S002,1,Jeans,Clothing,50,Los Angeles,West,50
T003433,2023-02-28,C0358,P008,S001,5,Backpack,Accessories,40,New York,East,200
T004746,2023-02-28,C0393,P003,S003,4,Headphones,Electronics,100,Chicago,Central,400
T003013,2023-02-28,C0657,P006,S005,4,Sneakers,Footwear,80,Seattle,West,320
T003856,2023-02-28,C0587,P010,S001,1,Tablet,Electronics,500,New York,East,500
T003666,2023-02-28,C0732,P006,S002,5,Sneakers,Footwear,80,Los Angeles,West,400
T004693,2023-02-28,C0524,P008,S005,3,Backpack,Accessories,40,Seattle,West,120
T001897,2023-02-28,C0249,P001,S002,3,Laptop,Electronics,1200,Los Angeles,West,3600
T001449,2023-02-28,C0987,P006,S004,1,Sneakers,Footwear,80,Miami,South,80
T001547,2023-02-28,C0862,P006,S003,2,Sneakers,Footwear,80,Chicago,Central,160
T000031,2023-02-28,C0988,P008,S001,3,Backpack,Accessories,40,New York,East,120
T004910,2023-02-28,C0474,P009,S001,2,Watch,Accessories,200,New York,East,400
T004160,2023-02-28,C0842,P010,S005,4,Tablet,Electronics,500,Seattle,West,2000
T002925,2023-02-28,C0238,P001,S004,5,Laptop,Electronics,1200,Miami,South,6000
T003881,2023-02-28,C0070,P003,S002,3,Headphones,Electronics,100,Los Angeles,West,300
T003265,2023-02-28,C0182,P003,S003,3,Headphones,Electronics,100,Chicago,Central,300
T004893,2023-02-28,C0325,P004,S004,2,T-shirt,Clothing,25,Miami,South,50
T002745,2023-03-01,C0993,P003,S004,5,Headphones,Electronics,100,Miami,South,500
T001032,2023-03-01,C0386,P005,S002,5,Jeans,Clothing,50,Los Angeles,West,250
T002222,2023-03-01,C0892,P004,S001,5,T-shirt,Clothing,25,New York,East,125
T001761,2023-03-01,C0111,P005,S001,4,Jeans,Clothing,50,New York,East,200
T000263,2023-03-01,C0044,P006,S001,1,Sneakers,Footwear,80,New York,East,80
T003030,2023-03-01,C0801,P009,S005,3,Watch,Accessories,200,Seattle,West,600
T004696,2023-03-01,C0130,P008,S002,4,Backpack,Accessories,40,Los Angeles,West,160
T000414,2023-03-01,C0460,P008,S001,1,Backpack,Accessories,40,New York,East,40
T001689,2023-03-01,C0012,P001,S005,5,Laptop,Electronics,1200,Seattle,West,6000
T002429,2023-03-01,C0411,P003,S003,2,Headphones,Electronics,100,Chicago,Central,200
T002521,2023-03-01,C0162,P007,S002,1,Coffee Maker,Appliances,150,Los Angeles,West,150
T003221,2023-03-02,C0353,P001,S003,3,Laptop,Electronics,1200,Chicago,Central,3600
T003609,2023-03-02,C0920,P001,S004,3,Laptop,Electronics,1200,Miami,South,3600
T000839,2023-03-02,C0953,P009,S003,5,Watch,Accessories,200,Chicago,Central,1000
T002789,2023-03-02,C0336,P008,S001,5,Backpack,Accessories,40,New York,East,200
T001412,2023-03-02,C0720,P007,S002,3,Coffee Maker,Appliances,150,Los Angeles,West,450
T001533,2023-03-02,C0019,P010,S002,4,Tablet,Electronics,500,Los Angeles,West,2000
T001572,2023-03-02,C0748,P008,S004,1,Backpack,Accessories,40,Miami,South,40
T004419,2023-03-02,C0887,P006,S001,3,Sneakers,Footwear,80,New York,East,240
T003918,2023-03-02,C0225,P005,S002,2,Jeans,Clothing,50,Los Angeles,West,100
T004516,2023-03-02,C0986,P010,S001,1,Tablet,Electronics,500,New York,East,500
T000871,2023-03-02,C0017,P002,S004,2,Smartphone,Electronics,800,Miami,South,1600
T002895,2023-03-02,C0535,P003,S001,5,Headphones,Electronics,100,New York,East,500
T002896,2023-03-02,C0693,P005,S001,5,Jeans,Clothing,50,New York,East,250
T004825,2023-03-02,C0681,P007,S005,5,Coffee Maker,Appliances,150,Seattle,West,750
T004772,2023-03-02,C0248,P002,S005,2,Smartphone,Electronics,800,Seattle,West,1600
T004860,2023-03-02,C0216,P005,S001,5,Jeans,Clothing,50,New York,East,250
T004482,2023-03-02,C0330,P005,S005,4,Jeans,Clothing,50,Seattle,West,200
T004855,2023-03-02,C0472,P002,S005,1,Smartphone,Electronics,800,Seattle,West,800
T003923,2023-03-03,C0610,P005,S005,3,Jeans,Clothing,50,Seattle,West,150
T004304,2023-03-03,C0914,P002,S003,5,Smartphone,Electronics,800,Chicago,Central,4000
T000562,2023-03-03,C0008,P002,S004,4,Smartphone,Electronics,800,Miami,South,3200
T004766,2023-03-03,C0756,P008,S005,1,Backpack,Accessories,40,Seattle,West,40
T002476,2023-03-03,C0568,P009,S003,2,Watch,Accessories,200,Chicago,Central,400
T004694,2023-03-03,C0333,P002,S004,2,Smartphone,Electronics,800,Miami,South,1600
T004624,2023-03-03,C0759,P003,S001,2,Headphones,Electronics,100,New York,East,200
T002466,2023-03-03,C0273,P007,S003,3,Coffee Maker,Appliances,150,Chicago,Central,450
T001048,2023-03-03,C0490,P010,S004,1,Tablet,Electronics,500,Miami,South,500
T004737,2023-03-03,C0768,P006,S001,3,Sneakers,Footwear,80,New York,East,240
T003345,2023-03-03,C0367,P001,S003,1,Laptop,Electronics,1200,Chicago,Central,1200
T001540,2023-03-03,C0761,P004,S005,3,T-shirt,Clothing,25,Seattle,West,75
T003163,2023-03-03,C0459,P008,S004,3,Backpack,Accessories,40,Miami,South,120
T000117,2023-03-03,C0589,P005,S002,4,Jeans,Clothing,50,Los Angeles,West,200
T004703,2023-03-03,C0406,P010,S001,1,Tablet,Electronics,500,New York,East,500
T000974,2023-03-03,C0618,P010,S002,3,Tablet,Electronics,500,Los Angeles,West,1500
T001575,2023-03-03,C0186,P009,S001,4,Watch,Accessories,200,New York,East,800
T000162,2023-03-03,C0827,P007,S002,2,Coffee Maker,Appliances,150,Los Angeles,West,300
T004472,2023-03-04,C0047,P010,S003,2,Tablet,Electronics,500,Chicago,Central,1000
T003368,2023-03-04,C0707,P008,S001,1,Backpack,Accessories,40,New York,East,40
T001064,2023-03-04,C0381,P001,S002,3,Laptop,Electronics,1200,Los Angeles,West,3600
T001176,2023-03-04,C0396,P009,S002,2,Watch,Accessories,200,Los Angeles,West,400
T003128,2023-03-04,C0090,P010,S003,2,Tablet,Electronics,500,Chicago,Central,1000
T004412,2023-03-04,C0570,P005,S001,4,Jeans,Clothing,50,New York,East,200
T004208,2023-03-04,C0449,P002,S005,1,Smartphone,Electronics,800,Seattle,West,800
T002463,2023-03-04,C0402,P001,S002,1,Laptop,Electronics,1200,Los Angeles,West,1200
T000139,2023-03-04,C0643,P002,S005,1,Smartphone,Electronics,800,Seattle,West,800
T000732,2023-03-04,C0624,P007,S005,2,Coffee Maker,Appliances,150,Seattle,West,300
T002082,2023-03-04,C0367,P007,S003,4,Coffee Maker,Appliances,150,Chicago,Central,600
T000398,2023-03-04,C0282,P010,S003,2,Tablet,Electronics,500,Chicago,Central,1000
T001198,2023-03-04,C0616,P001,S003,4,Laptop,Electronics,1200,Chicago,Central,4800
T004792,2023-03-04,C0115,P002,S002,4,Smartphone,Electronics,800,Los Angeles,West,3200
T001210,2023-03-04,C0083,P003,S003,4,Headphones,Electronics,100,Chicago,Central,400
T003539,2023-03-04,C0849,P005,S002,1,Jeans,Clothing,50,Los Angeles,West,50
T003004,2023-03-04,C0701,P005,S005,1,Jeans,Clothing,50,Seattle,West,50
T001551,2023-03-04,C0246,P005,S005,1,Jeans,Clothing,50,Seattle,West,50
T000102,2023-03-04,C0912,P006,S004,3,Sneakers,Footwear,80,Miami,South,240
T004898,2023-03-05,C0280,P007,S005,1,Coffee Maker,Appliances,150,Seattle,West,150
T001367,2023-03-05,C0046,P003,S003,1,Headphones,Electronics,100,Chicago,Central,100
T004973,2023-03-05,C0007,P003,S003,3,Headphones,Electronics,100,Chicago,Central,300
T001990,2023-03-05,C0820,P001,S004,2,Laptop,Electronics,1200,Miami,South,2400
T003393,2023-03-05,C0528,P003,S001,5,Headphones,Electronics,100,New York,East,500
T004733,2023-03-05,C0541,P003,S005,3,Headphones,Electronics,100,Seattle,West,300
T003483,2023-03-05,C0219,P008,S004,4,Backpack,Accessories,40,Miami,South,160
T001791,2023-03-05,C0956,P006,S004,4,Sneakers,Footwear,80,Miami,South,320
T003168,2023-03-05,C0693,P005,S001,5,Jeans,Clothing,50,New York,East,250
T000724,2023-03-06,C0424,P004,S002,5,T-shirt,Clothing,25,Los Angeles,West,125
T001517,2023-03-06,C0255,P002,S002,4,Smartphone,Electronics,800,Los Angeles,West,3200
T003776,2023-03-06,C0324,P002,S003,2,Smartphone,Electronics,800,Chicago,Central,1600
T003181,2023-03-06,C0143,P003,S002,2,Headphones,Electronics,100,Los Angeles,West,200
T000095,2023-03-06,C0211,P001,S004,2,Laptop,Electronics,1200,Miami,South,2400
T000513,2023-03-06,C0988,P010,S003,2,Tablet,Electronics,500,Chicago,Central,1000
T004215,2023-03-06,C0484,P001,S001,5,Laptop,Electronics,1200,New York,East,6000
T002110,2023-03-06,C0722,P007,S005,2,Coffee Maker,Appliances,150,Seattle,West,300
T004356,2023-03-06,C0012,P003,S002,4,Headphones,Electronics,100,Los Angeles,West,400
T002484,2023-03-06,C0893,P006,S003,3,Sneakers,Footwear,80,Chicago,Central,240
T003698,2023-03-06,C0178,P006,S002,1,Sneakers,Footwear,80,Los Angeles,West,80
T002907,2023-03-06,C0149,P005,S001,2,Jeans,Clothing,50,New York,East,100
T003577,2023-03-06,C0709,P003,S002,2,Headphones,Electronics,100,Los Angeles,West,200
T002915,2023-03-07,C0547,P005,S004,2,Jeans,Clothing,50,Miami,South,100
T003614,2023-03-07,C0211,P003,S001,1,Headphones,Electronics,100,New York,East,100
T001965,2023-03-07,C0287,P010,S004,1,Tablet,Electronics,500,Miami,South,500
T000159,2023-03-07,C0699,P007,S002,5,Coffee Maker,Appliances,150,Los Angeles,West,750
T002351,2023-03-07,C0125,P008,S004,5,Backpack,Accessories,40,Miami,South,200
T003065,2023-03-07,C0258,P004,S001,2,T-shirt,Clothing,25,New York,East,50
T002950,2023-03-07,C0019,P004,S002,2,T-shirt,Clothing,25,Los Angeles,West,50
T002386,2023-03-07,C0079,P006,S001,5,Sneakers,Footwear,80,New York,East,400
T001925,2023-03-07,C0945,P002,S004,3,Smartphone,Electronics,800,Miami,South,2400
T002688,2023-03-07,C0094,P004,S002,4,T-shirt,Clothing,25,Los Angeles,West,100
T000785,2023-03-07,C0030,P009,S003,2,Watch,Accessories,200,Chicago,Central,400
T003208,2023-03-08,C0255,P007,S002,5,Coffee Maker,Appliances,150,Los Angeles,West,750
T000921,2023-03-08,C0918,P010,S005,4,Tablet,Electronics,500,Seattle,West,2000
T001075,2023-03-08,C0421,P005,S003,5,Jeans,Clothing,50,Chicago,Central,250
